id,code,platform,total,average,std_deviation,ucl,date,second_notify,valid
42256,9280,1.0,56,9.7,13.45,54.22,5/6/2021 16:00,no,no
42257,10102,1.0,735,180.7,155.4,641.08,5/6/2021 16:00,no,no
42258,1728,1.0,91,3.03,0,91,5/6/2021 16:00,no,no
42259,1728,1.0,70,2.33,0,70,5/6/2021 16:00,no,no
42260,1728,1.0,26,0.87,0,26,5/6/2021 16:00,no,no
42261,1728,1.0,26,0.87,0,26,5/6/2021 16:00,no,no
42262,8721,1.0,58,9.8,13.29,54.56,5/6/2021 16:00,no,no
42263,1728,1.0,26,0.87,0,26,5/6/2021 16:00,no,no
42264,1728,1.0,69,2.3,0,69,5/6/2021 16:00,no,no
42265,1728,1.0,35,1.17,0,35,5/6/2021 16:00,no,no
42266,1728,1.0,57,1.9,0,57,5/6/2021 16:00,no,no
42267,1728,1.0,56,1.87,0,56,5/6/2021 16:00,no,no
42268,1728,1.0,100,3.33,0,100,5/6/2021 16:00,no,no
42269,1728,1.0,99,3.3,0,99,5/6/2021 16:00,no,no
42270,6471,0.0,18,1.67,4.58,17.31,5/6/2021 17:00,no,no
42272,5393,1.0,6,1.07,1.16,5.77,5/6/2021 17:00,no,no
42273,1233,1.0,29,9.97,6.29,28.52,5/6/2021 17:00,no,no
42274,532,1.0,35,13.93,7.01,34.52,5/6/2021 17:00,no,no
42275,6106,0.0,8,1.17,1.8,7.91,5/6/2021 17:00,no,no
42276,6106,0.0,17,5.13,3.82,16.97,5/6/2021 18:00,no,no
42277,1723,1.0,90,39.37,17.14,89.51,5/6/2021 19:00,no,no
42278,1959,1.0,55,13.2,12.61,52.49,5/6/2021 19:00,no,no
42279,2304,1.0,54,7.73,11.67,46.06,5/6/2021 20:00,no,no
42280,1224,1.0,43,12.73,8.39,37.9,5/6/2021 21:00,no,no
42281,9269,1.0,60,25.67,11.17,59.18,5/6/2021 23:00,no,no
42313,9287,1.0,32,8.13,6.98,29.99,6/6/2021 9:00,no,no
42315,1385,1.0,129,70.37,18.56,126.05,6/6/2021 10:00,no,yes
42316,8573,1.0,38,1.27,0,38,6/6/2021 12:00,no,no
42317,8125,1.0,30,2.6,7.52,29.07,6/6/2021 12:00,no,no
42318,5387,1.0,30,7.5,6.3,28.69,6/6/2021 13:00,no,no
42319,1385,1.0,19,6.97,3.76,18.5,6/6/2021 13:00,no,no
42320,1233,0.0,208,17.13,56.2,197.16,6/6/2021 14:00,no,no
42323,1385,0.0,50,25.23,7.89,48.9,6/6/2021 17:00,no,no
42325,1924,1.0,62,15.77,12.69,53.33,6/6/2021 19:00,no,no
42326,8126,1.0,12,1.63,2.89,11.92,6/6/2021 19:00,no,no
42329,5103,0.0,18,6.03,3.94,17.84,6/6/2021 20:00,no,no
42330,1385,1.0,171,62.57,30.24,151.26,6/6/2021 22:00,no,no
42356,1224,1.0,26,3.23,6.2,24.66,7/6/2021 3:00,no,no
42368,1366,1.0,26,3.73,5.81,24.02,7/6/2021 7:00,no,no
42369,532,1.0,194,23.8,44.8,168.39,7/6/2021 7:00,no,no
42370,1240,0.0,90,23.6,18.7,79.69,7/6/2021 9:00,no,no
42371,1385,0.0,57,26.03,9.41,54.26,7/6/2021 10:00,no,no
42372,10102,1.0,36,2.97,8.83,32.84,7/6/2021 10:00,no,no
42373,5644,0.0,21,7.03,4.42,20.8,7/6/2021 10:00,no,no
42374,8573,1.0,6,1.13,1.12,5.78,7/6/2021 10:00,no,no
42375,1385,1.0,182,74.63,32.11,170.96,7/6/2021 12:00,no,no
42376,1240,0.0,23,2.33,5.58,22.57,7/6/2021 12:00,no,no
42377,120405,1.0,18,7.23,3.35,17.29,7/6/2021 15:00,no,no
42378,532,1.0,158,43.83,26.83,122.91,7/6/2021 15:00,no,no
42379,2105,0.0,92,46.83,14.63,90.72,7/6/2021 15:00,no,no
42380,1385,0.0,85,26.03,9.41,108.52,7/6/2021 16:00,no,no
42381,5384,1.0,10,1.63,2.16,9.19,7/6/2021 17:00,no,no
42382,1155,1.0,29,3.57,6.68,27.18,7/6/2021 17:00,no,no
42383,532,1.0,111,45.97,20.16,104.95,7/6/2021 17:00,no,no
42384,103,1.0,9,1.27,1.91,8.89,7/6/2021 17:00,no,no
42385,9916,1.0,40,15.8,7.83,38.79,7/6/2021 17:00,no,no
42386,1665,0.0,38,18.28,6.19,36.85,7/6/2021 17:00,no,no
42387,532,1.0,540,73.63,112.73,409.44,7/6/2021 17:00,no,yes
42388,6473,1.0,54,9.6,11.74,52.18,7/6/2021 19:00,no,no
42389,1245,1.0,29,3.7,6.61,26.77,7/6/2021 19:00,no,no
42390,1139,1.0,9,1.53,2.02,8.77,7/6/2021 19:00,no,no
42391,532,1.0,96,16.67,16.2,64.72,7/6/2021 20:00,no,no
42394,1385,1.0,275,74.63,32.11,341.92,7/6/2021 22:00,no,no
42395,1245,0.0,6,1.07,1.27,5.59,7/6/2021 22:00,no,no
42396,1385,1.0,168,69.03,28.89,155.7,8/6/2021 6:00,no,no
42397,1385,1.0,74,11.5,3.61,22.33,8/6/2021 6:00,no,no
42398,1385,0.0,42,18.83,6.5,38.33,8/6/2021 6:00,no,no
42399,1385,1.0,86,14.28,6.68,34.32,8/6/2021 6:00,no,no
42400,1385,0.0,250,94.8,23.15,164.25,8/6/2021 6:00,no,no
42401,1385,0.0,68,19.27,7.07,40.48,8/6/2021 6:00,no,no
42403,2105,0.0,144,80.33,18.48,135.77,8/6/2021 7:00,no,no
42404,1385,1.0,267,81.3,48.22,225.96,8/6/2021 7:00,no,no
42405,1385,0.0,87,28.27,15.26,74.05,8/6/2021 7:00,no,no
42406,1366,1.0,45,15.46,7.25,37.21,8/6/2021 7:00,no,no
42407,8721,1.0,24,3.73,5.3,22.5,8/6/2021 7:00,no,no
42408,2305,1.0,34,3.07,8.06,29.93,8/6/2021 7:00,no,no
42409,1385,1.0,145,27.57,24.52,100.23,8/6/2021 7:00,no,no
42410,1385,1.0,164,28.33,27.13,108.8,8/6/2021 7:00,no,no
42411,1385,1.0,156,26.4,26.83,106.04,8/6/2021 7:00,no,no
42412,1385,1.0,188,46.53,32.63,142.92,8/6/2021 7:00,no,no
42413,1385,1.0,124,10.67,21.72,76.19,8/6/2021 7:00,no,no
42414,1219,1.0,19,2.63,4.17,17.16,8/6/2021 7:00,no,no
42415,1385,0.0,15,3.2,3.34,14.38,8/6/2021 7:00,no,no
42416,1385,0.0,28,9.27,5.96,27.8,8/6/2021 7:00,no,no
42417,1385,0.0,25,5.6,5.76,23.49,8/6/2021 7:00,no,no
42418,1385,1.0,167,35.93,27.25,116.53,8/6/2021 7:00,no,no
42419,1385,1.0,138,58.4,19.86,116.1,8/6/2021 7:00,no,no
42420,2105,1.0,229,136.27,30.55,227.92,8/6/2021 8:00,no,no
42421,2105,1.0,270,110.9,51.33,264.89,8/6/2021 8:00,no,no
42422,1385,1.0,339,136.2,67.25,333.55,8/6/2021 8:00,no,no
42423,103,1.0,34,10.7,6.92,31.47,8/6/2021 8:00,no,no
42424,1300721,0.0,23,3.63,5.02,20.81,8/6/2021 8:00,no,no
42425,5103,0.0,11,2,2.6,10.52,8/6/2021 8:00,no,no
42426,1240,1.0,81,26.13,18.35,80.34,8/6/2021 9:00,no,no
42427,1385,1.0,142,59.13,26.97,140.04,8/6/2021 9:00,no,no
42428,2305,0.0,68,12.76,12.15,49.21,8/6/2021 9:00,no,no
42429,1385,1.0,165,71.8,31.53,164.08,8/6/2021 9:00,no,no
42430,1385,0.0,22,3.9,4.69,19.16,8/6/2021 9:00,no,no
42431,2105,0.0,112,51.57,18.45,106.92,8/6/2021 10:00,no,no
42432,1366,1.0,73,42.83,10,72.83,8/6/2021 10:00,no,no
42433,2102,1.0,53,2.37,14.76,50.74,8/6/2021 10:00,no,no
42434,2083,1.0,36,1.2,0,36,8/6/2021 10:00,no,no
42435,2083,1.0,28,0.93,0,28,8/6/2021 11:00,no,no
42436,1977,1.0,86,2.87,0,86,8/6/2021 11:00,no,no
42437,9231,0.0,35,1.17,0,35,8/6/2021 11:00,no,no
42438,2009,0.0,67,2.23,0,67,8/6/2021 11:00,no,no
42439,9231,1.0,138,4.6,0,138,8/6/2021 11:00,no,no
42440,2083,1.0,70,2.33,0,70,8/6/2021 11:00,no,no
42441,2009,1.0,116,3.87,0,116,8/6/2021 11:00,no,no
42442,2009,1.0,599,19.97,0,599,8/6/2021 11:00,no,no
42443,2009,1.0,186,6.2,0,186,8/6/2021 11:00,no,no
42444,2009,1.0,31,1.03,0,31,8/6/2021 11:00,no,no
42445,1994,1.0,38,1.27,0,38,8/6/2021 11:00,no,no
42446,1968,1.0,27,0.9,0,27,8/6/2021 11:00,no,no
42447,2305,1.0,54,6.03,11.67,45.06,8/6/2021 11:00,no,no
42448,2305,1.0,100,16.23,21.19,84.74,8/6/2021 11:00,no,no
42449,1004,1.0,34,1.13,0,34,8/6/2021 11:00,no,no
42450,5230,0.0,28,7.3,5.97,27.03,8/6/2021 11:00,no,no
42451,1385,1.0,436,69.03,28.89,311.4,8/6/2021 12:00,no,no
42452,1385,0.0,333,94.8,23.15,328.5,8/6/2021 12:00,no,no
42453,1385,1.0,314,16.9,6.46,72.56,8/6/2021 12:00,no,no
42454,1385,0.0,89,18.83,6.5,76.66,8/6/2021 12:00,no,no
42455,1385,1.0,220,14.28,6.68,68.64,8/6/2021 12:00,no,no
42456,2467,1.0,22,6.73,4.76,21.75,8/6/2021 12:00,no,yes
42457,2305,1.0,443,103.4,113.05,439.22,8/6/2021 13:00,no,no
42458,1723,0.0,30,2.23,7.15,26.25,8/6/2021 13:00,no,no
42459,2105,0.0,177,80.33,18.48,271.54,8/6/2021 13:00,no,no
42460,1385,1.0,407,81.3,48.22,451.92,8/6/2021 13:00,no,no
42461,1385,0.0,136,28.27,15.26,148.1,8/6/2021 13:00,no,no
42462,2467,1.0,14,2.87,3.07,13.97,8/6/2021 13:00,no,no
42463,2467,1.0,12,2.57,2.48,11.5,8/6/2021 13:00,no,no
42464,2467,1.0,58,14.57,12.28,52.45,8/6/2021 13:00,no,no
42465,2105,1.0,281,136.27,30.55,455.84,8/6/2021 14:00,no,no
42466,1366,1.0,48,22.27,8.31,47.2,8/6/2021 14:00,no,no
42467,9114,1.0,146,48.27,30.11,138.61,8/6/2021 14:00,no,no
42468,1122,1.0,66,7.33,16.68,64.71,8/6/2021 14:00,no,no
42469,5103,0.0,8,1.07,1.83,7.77,8/6/2021 14:00,no,no
42470,1385,0.0,373,158.9,67.63,361.78,8/6/2021 14:00,no,no
42471,2105,1.0,281,144.27,44.33,277.26,8/6/2021 15:00,no,no
42472,1385,1.0,175,59.13,26.97,280.08,8/6/2021 15:00,no,no
42473,2105,0.0,103,49.07,17.36,101.15,8/6/2021 15:00,no,no
42474,1366,1.0,89,42.83,10,145.66,8/6/2021 16:00,no,no
42475,1366,1.0,68,18.6,14.01,61.27,8/6/2021 16:00,no,no
42476,8573,1.0,46,5.6,11.21,44.84,8/6/2021 17:00,no,no
42477,2105,1.0,138,70.93,22.25,137.68,8/6/2021 18:00,no,no
42478,2105,1.0,325,110.93,51.34,529.9,8/6/2021 18:00,no,no
42479,103,1.0,73,21.07,15.01,65.41,8/6/2021 18:00,no,no
42480,606,1.0,34,4.4,7.65,29.55,8/6/2021 18:00,no,no
42481,1366,1.0,55,15.46,7.25,74.42,8/6/2021 19:00,no,no
42482,2111,1.0,24,4.27,5.61,23.22,8/6/2021 19:00,no,no
42484,1385,1.0,26,6.27,6.25,25.99,8/6/2021 20:00,no,no
42485,1366,1.0,84,29.23,18.09,82.56,8/6/2021 20:00,no,no
42486,1225,1.0,61,21.73,10.68,54.52,8/6/2021 20:00,no,no
42487,532,1.0,21,5.03,4.06,17.98,8/6/2021 20:00,no,no
42488,10102,1.0,998,246.17,252.55,995.89,8/6/2021 21:00,no,no
42489,2105,0.0,137,51.57,18.45,213.84,8/6/2021 22:00,no,no
42490,1240,0.0,102,33.17,20.55,94.82,8/6/2021 21:00,no,no
42491,5384,1.0,32,13.83,6.1,31.69,8/6/2021 22:00,no,no
42492,532,1.0,1079,119.67,235.82,823.26,8/6/2021 22:00,no,yes
42493,9301,1.0,12,2.8,2.76,11.93,8/6/2021 23:00,no,no
42494,103,1.0,46,20.7,8.24,44.74,8/6/2021 23:00,no,no
42511,7153,1.0,20,2.4,4.68,19.59,9/6/2021 5:00,no,no
42513,5644,0.0,26,3.97,5.42,21.22,9/6/2021 5:00,no,no
42514,1723,0.0,35,5.33,6.74,26.88,9/6/2021 5:00,no,no
42520,7880,1.0,115,28.8,24.29,101.66,9/6/2021 10:00,no,no
42521,1306,0.0,41,4.3,9.81,37.02,9/6/2021 10:00,no,no
42524,5193,1.0,610,65.86,73.24,285.58,9/6/2021 12:00,no,no
42525,5193,0.0,242,32.43,34.68,136.47,9/6/2021 12:00,no,no
42526,10103,0.0,89,4.23,23.9,82.27,9/6/2021 11:00,no,no
42527,5103,0.0,11,1.2,2.66,10.57,9/6/2021 12:00,no,no
42528,5644,1.0,36,19.89,5.34,35.91,9/6/2021 14:00,no,no
42531,9916,1.0,84,22.83,15.02,67.89,9/6/2021 14:00,no,no
42532,7214,1.0,10,0.77,2.54,9.71,9/6/2021 14:00,no,no
42533,532,1.0,26,5.87,4.61,19.89,9/6/2021 14:00,no,no
42534,1240,0.0,179,11.83,44.17,156.19,9/6/2021 14:00,no,no
42535,5254,1.0,145,48.13,26.96,127.45,9/6/2021 16:00,no,no
42536,5193,1.0,28,3.47,6.3,25.41,9/6/2021 16:00,no,no
42537,1171,1.0,15,2.43,3.36,13.92,9/6/2021 17:00,no,no
42538,1306,0.0,27,4.33,6.32,26.62,9/6/2021 17:00,no,no
42539,103,0.0,28,8.73,6.28,27.88,9/6/2021 18:00,no,no
42540,120228,0.0,42,9.03,9.35,38.9,9/6/2021 20:00,no,no
42541,5644,1.0,44,19.89,5.34,71.82,9/6/2021 21:00,no,no
42545,1240,1.0,67,45.6,6.99,66.57,9/6/2021 22:00,no,no
42546,111118,0.0,57,4.23,13.94,50.89,9/6/2021 22:00,no,no
42547,2111,0.0,19,3.7,4.48,18.26,9/6/2021 22:00,no,no
42548,6428,0.0,18,4.77,4.16,17.59,9/6/2021 22:00,no,no
42549,1240,1.0,118,31.47,28.54,116.06,9/6/2021 23:00,no,no
42550,5235,1.0,56,8.4,13.23,54.52,9/6/2021 23:00,no,no
42551,1155,0.0,35,10.07,8.08,34.3,9/6/2021 23:00,no,no
42558,9918,1.0,43,10.43,7.59,33.58,10/6/2021 2:00,no,no
42573,111120,1.0,11,3.4,2.35,10.98,10/6/2021 9:00,no,no
42574,9306,0.0,10,1.13,2.35,9.48,10/6/2021 9:00,no,no
42575,1224,0.0,18,3.1,4.13,17.28,10/6/2021 9:00,no,no
42580,2148,1.0,28,2.3,7.09,27.53,10/6/2021 12:00,no,no
42582,9265,1.0,23,5.67,5.19,22.11,10/6/2021 13:00,no,no
42583,2066,1.0,32,1.07,0,32,10/6/2021 14:00,no,no
42584,111114,0.0,149,38.63,32.85,137.18,10/6/2021 14:00,no,no
42585,6106,0.0,15,4.03,3.22,14.32,10/6/2021 14:00,no,no
42586,10102,0.0,143,36.2,27.66,119.18,10/6/2021 15:00,no,no
42587,1239,0.0,21,8.48,3.6,19.28,10/6/2021 18:00,no,no
42588,5103,1.0,21,5.17,4.57,20.75,10/6/2021 17:00,no,no
42589,10103,0.0,24,3.37,5.02,19.45,10/6/2021 17:00,no,no
42590,7891,0.0,111,38.77,21.72,103.92,10/6/2021 17:00,no,no
42591,7149,1.0,56,12.23,12.14,50.53,10/6/2021 18:00,no,no
42592,1225,1.0,28,3.2,6.6,25.79,10/6/2021 18:00,no,no
42593,532,1.0,10,1.47,2.35,9.65,10/6/2021 18:00,no,no
42594,7891,0.0,18,2.43,4.44,17.16,10/6/2021 18:00,no,no
42595,6428,1.0,91,12.57,19.38,73.86,10/6/2021 19:00,no,no
42596,5104,0.0,39,15.5,7.61,38.33,10/6/2021 20:00,no,no
42597,8185,0.0,323,136.07,61.22,319.72,10/6/2021 20:00,no,no
42598,1385,0.0,24,12.72,3.19,22.29,10/6/2021 22:00,no,no
42599,6106,0.0,25,11.57,2.77,19.88,10/6/2021 22:00,no,no
42600,1300721,0.0,53,25.83,8.9,52.53,10/6/2021 23:00,no,no
42601,9269,1.0,86,32.4,16.56,82.08,10/6/2021 23:00,no,no
42602,4241,1.0,26,0.87,0,26,10/6/2021 22:00,no,no
42603,1251,0.0,47,27.47,6.24,46.19,10/6/2021 23:00,no,no
42604,10102,1.0,245,74.07,56.72,241.83,10/6/2021 23:00,no,no
42605,7880,1.0,166,52.33,35.54,157.26,10/6/2021 23:00,no,no
42612,6703,1.0,9,1.9,1.73,8.76,11/6/2021 4:00,no,no
42621,5193,1.0,357,34.4,62.55,222.05,11/6/2021 8:00,no,no
42622,5193,0.0,139,18.75,29.99,108.72,11/6/2021 8:00,no,no
42623,5193,1.0,312,37.7,62.58,225.44,11/6/2021 9:00,no,no
42624,120405,0.0,36,9.07,7.3,32.78,11/6/2021 8:00,no,no
42627,5193,1.0,423,19.77,114.26,392.18,11/6/2021 9:00,no,no
42628,5357,1.0,62,6.73,16.1,60.94,11/6/2021 9:00,no,no
42629,5193,1.0,196,10.8,50.43,174.42,11/6/2021 9:00,no,no
42630,5193,1.0,208,9.6,53.94,183.98,11/6/2021 9:00,no,no
42631,5193,1.0,316,20.73,79.74,283.65,11/6/2021 9:00,no,no
42632,5193,1.0,140,9.6,38.33,139,11/6/2021 9:00,no,no
42633,2111,1.0,44,6.63,9.9,39.18,11/6/2021 9:00,no,no
42634,9917,1.0,25,4.7,5.81,24.48,11/6/2021 9:00,no,no
42635,5193,1.0,52,4.93,12.44,46.03,11/6/2021 9:00,no,no
42636,2100,0.0,37,4.9,7.72,29.84,11/6/2021 10:00,no,no
42637,1240,0.0,57,8.6,11.91,47.47,11/6/2021 10:00,no,no
42639,606,1.0,190,15.37,39.44,134.77,11/6/2021 11:00,no,no
42640,606,1.0,160,13.97,39.07,138.15,11/6/2021 11:00,no,no
42641,606,1.0,121,9.13,33.53,117.71,11/6/2021 11:00,no,no
42642,606,1.0,115,7.8,25.58,88.45,11/6/2021 11:00,no,no
42643,606,1.0,55,3.17,13.35,46.38,11/6/2021 11:00,no,no
42644,606,1.0,68,5.63,18.68,66.6,11/6/2021 11:00,no,no
42645,606,1.0,293,27.23,60.94,209.17,11/6/2021 11:00,no,no
42646,605,1.0,53,3.63,13.51,48.9,11/6/2021 11:00,no,no
42647,605,1.0,41,2.93,11.21,40.97,11/6/2021 11:00,no,no
42648,503,1.0,66,17.57,11.69,52.08,11/6/2021 11:00,no,no
42649,503,1.0,32,6.8,6.84,28.09,11/6/2021 11:00,no,no
42650,503,1.0,34,6.4,6.61,26.69,11/6/2021 11:00,no,no
42651,503,1.0,31,4.13,5.86,22.35,11/6/2021 11:00,no,no
42654,606,1.0,695,36.07,134.68,445.64,11/6/2021 12:00,no,no
42655,606,1.0,1471,80.53,275.99,911.28,11/6/2021 12:00,no,no
42656,606,1.0,1211,63.37,226.55,747.56,11/6/2021 12:00,no,no
42657,606,1.0,432,23.63,88.21,294.19,11/6/2021 12:00,no,no
42658,606,1.0,101,5.23,24.46,83.84,11/6/2021 12:00,no,no
42659,606,1.0,97,5.73,25.27,88.08,11/6/2021 12:00,no,no
42660,606,1.0,81,4.43,21.29,74.09,11/6/2021 12:00,no,no
42661,606,1.0,467,25.17,94.69,315.53,11/6/2021 12:00,no,no
42662,606,1.0,631,31.53,120.85,398.94,11/6/2021 12:00,no,no
42663,605,1.0,175,8.17,43.57,147.03,11/6/2021 12:00,no,no
42664,605,1.0,449,19.93,105.25,350.92,11/6/2021 12:00,no,no
42665,605,1.0,359,16.13,77.85,257.74,11/6/2021 12:00,no,no
42666,605,1.0,150,6.63,39.25,133.07,11/6/2021 12:00,no,no
42667,603,1.0,739,29.9,153.26,500.55,11/6/2021 12:00,no,no
42668,603,1.0,570,21.8,141.01,466.64,11/6/2021 12:00,no,no
42669,503,1.0,158,14.53,27.18,95.59,11/6/2021 12:00,no,no
42670,503,1.0,392,53.03,68.32,257.98,11/6/2021 12:00,no,no
42671,503,1.0,435,19.9,109.82,372.09,11/6/2021 12:00,no,no
42672,503,1.0,117,5.9,28.38,96.94,11/6/2021 12:00,no,no
42673,503,1.0,169,10,31.42,105.36,11/6/2021 12:00,no,no
42674,503,1.0,238,9.77,67.05,227.8,11/6/2021 12:00,no,no
42675,606,1.0,2349,134.7,451.43,1503.96,11/6/2021 12:00,no,no
42676,606,1.0,21034,1316.77,3859.59,12853,11/6/2021 12:00,no,no
42677,605,1.0,453,20.8,100.52,334.4,11/6/2021 12:00,no,no
42678,605,1.0,11764,502.57,2077.34,6718.36,11/6/2021 12:00,no,no
42679,603,1.0,1069,40.07,292.49,977.65,11/6/2021 12:00,no,no
42680,603,1.0,8658,372.07,1726.68,5645.14,11/6/2021 12:00,no,no
42681,503,1.0,1216,358.47,197.41,939.14,11/6/2021 12:00,no,no
42682,503,1.0,8661,4259,988.08,7085.85,11/6/2021 12:00,no,no
42683,606,1.0,1998,127.17,371.77,1246.86,11/6/2021 12:00,no,no
42684,606,1.0,1287,70.23,236.97,783.56,11/6/2021 12:00,no,no
42685,606,1.0,6710,476.53,1344.77,4495.47,11/6/2021 12:00,no,no
42686,606,1.0,2644,161.43,502.03,1679.06,11/6/2021 12:00,no,no
42687,606,1.0,1009,53.9,201.11,670.71,11/6/2021 12:00,no,no
42688,606,1.0,326,14.3,75.67,252.26,11/6/2021 12:00,no,no
42689,606,1.0,137,6.7,33.49,113.86,11/6/2021 12:00,no,no
42690,606,1.0,277,13.17,66.45,224.04,11/6/2021 12:00,no,no
42691,606,1.0,529,31.4,107.98,363.19,11/6/2021 12:00,no,no
42692,606,1.0,93,4.83,24.85,86.65,11/6/2021 12:00,no,no
42693,605,1.0,424,26.1,87.53,298.17,11/6/2021 12:00,no,no
42694,605,1.0,333,15.63,70.93,235.13,11/6/2021 12:00,no,no
42695,605,1.0,1772,94.33,327.77,1077.65,11/6/2021 12:00,no,no
42696,605,1.0,638,33.57,115.62,381.58,11/6/2021 12:00,no,no
42697,605,1.0,216,9.37,51.36,171.63,11/6/2021 12:00,no,no
42698,605,1.0,150,7.37,40.21,137.63,11/6/2021 12:00,no,no
42699,603,1.0,116,6.13,30.99,108.3,11/6/2021 12:00,no,no
42700,603,1.0,181,8.43,48.77,167.4,11/6/2021 12:00,no,no
42701,603,1.0,821,39.43,200.86,681.44,11/6/2021 12:00,no,no
42702,603,1.0,422,19.1,110.08,374.32,11/6/2021 12:00,no,no
42703,603,1.0,3167,149.9,726.45,2429.18,11/6/2021 12:00,no,no
42704,603,1.0,1206,53.27,279.48,932.43,11/6/2021 12:00,no,no
42705,503,1.0,792,125.43,127.64,504.32,11/6/2021 12:00,no,no
42706,503,1.0,343,20,60.7,202.1,11/6/2021 12:00,no,no
42707,503,1.0,2350,229.1,402.15,1428.15,11/6/2021 12:00,no,no
42708,503,1.0,1018,121.1,168.73,623.39,11/6/2021 12:00,no,no
42709,503,1.0,87,7.43,22.26,78.51,11/6/2021 12:00,no,no
42710,503,1.0,378,48.2,61.89,232.31,11/6/2021 12:00,no,no
42711,503,1.0,80,12.4,14.12,55.2,11/6/2021 12:00,no,no
42712,503,1.0,93,4.7,23.1,79.38,11/6/2021 12:00,no,no
42713,503,1.0,207,14.5,38.69,132.81,11/6/2021 12:00,no,no
42714,606,1.0,676,54.33,124.98,433.16,11/6/2021 12:00,no,no
42715,606,1.0,100,4.63,26.91,92.33,11/6/2021 12:00,no,no
42716,606,1.0,15,1.03,3.69,13.46,11/6/2021 12:00,no,no
42717,606,1.0,93,7.2,18.21,63.64,11/6/2021 12:00,no,no
42718,606,1.0,211,13.33,41.67,141.68,11/6/2021 12:00,no,no
42719,605,1.0,129,8.1,28.34,97.82,11/6/2021 12:00,no,no
42720,605,1.0,56,2.7,15.58,54.09,11/6/2021 12:00,no,no
42721,603,1.0,244,25.7,61.65,225.54,11/6/2021 12:00,no,no
42722,603,1.0,35,2.87,8.82,33.07,11/6/2021 12:00,no,no
42723,603,1.0,88,5.3,23.13,82.64,11/6/2021 12:00,no,no
42724,503,1.0,242,55.57,37.89,167.43,11/6/2021 12:00,no,no
42725,503,1.0,54,4.5,9.97,35.11,11/6/2021 12:00,no,no
42726,503,1.0,23,4.77,4.79,20.08,11/6/2021 12:00,no,no
42727,503,1.0,75,13.3,12.38,50.02,11/6/2021 12:00,no,no
42728,10103,0.0,8,1.93,1.66,7.39,11/6/2021 12:00,no,no
42731,5193,1.0,435,34.4,62.55,444.1,11/6/2021 14:00,no,no
42732,5193,0.0,167,18.75,29.99,217.44,11/6/2021 14:00,no,no
42734,503,1.0,40,6.47,7.83,30.67,11/6/2021 13:00,no,no
42735,508,1.0,27,0.9,0,27,11/6/2021 13:00,no,no
42736,508,1.0,110,3.67,0,110,11/6/2021 13:00,no,yes
42737,5193,0.0,135,22.5,28.8,108.9,11/6/2021 14:00,no,yes
42738,10102,0.0,59,14,13.77,55.31,11/6/2021 14:00,no,yes
42739,607,1.0,2898,311.5,595.76,2088.73,11/6/2021 13:00,no,yes
42740,506,1.0,11291,695.57,2324.74,7922.71,11/6/2021 13:00,no,yes
42741,607,1.0,490,50.97,130.8,458.88,11/6/2021 13:00,no,yes
42742,607,1.0,278,88.63,46.58,225.5,11/6/2021 13:00,no,yes
42743,10103,0.0,17,1.5,3.71,13.77,11/6/2021 13:00,no,yes
42744,10103,0.0,41,7.13,10.77,39.23,11/6/2021 13:00,no,yes
42745,10103,0.0,52,5.03,10.9,39.26,11/6/2021 13:00,no,yes
42746,5193,1.0,596,87.73,137.56,1000.82,11/6/2021 15:00,no,yes
42747,503,1.0,32,2.77,8.08,30.63,11/6/2021 14:00,no,yes
42748,508,1.0,26,0.87,0,26,11/6/2021 14:00,no,yes
42749,508,1.0,98,3.27,0,98,11/6/2021 14:00,no,yes
42751,509,1.0,147,41.47,29.47,131.31,11/6/2021 14:00,no,yes
42752,503,1.0,473,66.3,111.46,398.54,11/6/2021 14:00,no,yes
42753,10103,0.0,63,9.8,15.38,56.65,11/6/2021 14:00,no,yes
42754,10103,0.0,85,6.73,17.35,60.46,11/6/2021 14:00,no,yes
42755,605,1.0,45,1.5,0,45,11/6/2021 14:00,no,yes
42756,606,1.0,73,6.7,16.26,58.36,11/6/2021 14:00,no,yes
42757,605,1.0,24,2,6.06,22.79,11/6/2021 14:00,no,yes
42758,603,1.0,24,2.47,6.02,23.75,11/6/2021 14:00,no,yes
42759,10103,0.0,10,1.37,2.33,9.4,11/6/2021 14:00,no,yes
42760,5193,1.0,54,3.93,14.52,53.41,11/6/2021 15:00,no,yes
42761,8215,0.0,30,8.03,5.13,23.71,11/6/2021 15:00,no,yes
42762,5206,0.0,181,118.3,20.22,178.96,11/6/2021 16:00,no,yes
42763,10102,1.0,84,9.29,12.98,48.23,11/6/2021 16:00,no,yes
42764,509,1.0,34,1.13,0,34,11/6/2021 15:00,no,yes
42765,508,1.0,106,3.53,0,106,11/6/2021 15:00,no,yes
42766,508,1.0,61,2.03,0,61,11/6/2021 15:00,no,yes
42767,508,1.0,536,17.87,0,536,11/6/2021 15:00,no,yes
42768,508,1.0,207,6.9,0,207,11/6/2021 15:00,no,yes
42769,508,1.0,45,1.5,0,45,11/6/2021 15:00,no,yes
42770,5103,0.0,19,5.97,3.75,17.23,11/6/2021 15:00,no,yes
42771,2100,0.0,36,11.87,7.37,33.96,11/6/2021 15:00,no,yes
42772,1234,0.0,58,23.4,11.11,56.74,11/6/2021 15:00,no,yes
42773,2077,0.0,70,31.47,11.55,66.13,11/6/2021 15:00,no,yes
